MQ2,MQ7,Flame,isFlame
78,89,81,1
125,92,955,1
91,121,968,0
104,88,953,1
75,84,677,1
75,97,969,0
87,146,945,0
70,88,521,1
97,81,952,0
77,105,967,0
100,81,960,0
99,94,962,0
79,92,85,1
100,90,954,0
130,82,956,1
103,89,950,1
85,261,954,1
100,93,960,0
79,95,84,1
73,149,969,0
101,98,962,1
83,108,970,0
77,106,74,1
131,88,950,1
98,347,947,1
97,99,965,0
74,83,516,1
99,98,960,0
75,91,973,0
120,87,961,1
84,127,968,0
100,84,950,0
96,86,957,0
75,87,84,1
99,100,962,0
100,90,960,0
99,83,952,0
73,92,91,1
115,86,950,1
132,85,950,1
81,90,86,1
103,88,956,1
83,117,927,0
103,102,959,1
83,82,959,0
74,82,960,0
83,102,83,1
126,96,959,1
76,299,968,1
99,98,965,0
75,86,828,0
108,90,959,1
99,98,967,0
98,94,964,0
87,213,948,0
75,92,473,1
111,82,952,1
77,84,396,1
78,93,87,1
124,82,951,1
84,127,968,0
100,94,940,0
78,119,927,0
85,188,944,0
98,85,959,0
99,94,958,0
90,222,946,0
100,96,964,0
75,91,92,1
97,81,953,0
75,297,972,1
78,97,77,1
107,89,957,1
128,92,956,1
127,84,957,1
112,89,954,1
98,84,959,0
80,90,550,1
108,90,959,1
102,103,958,1
88,337,930,1
99,81,955,0
97,89,958,0
99,83,952,0
74,85,963,0
93,291,942,1
76,103,969,0
78,96,91,1
98,95,958,0
71,296,972,1
98,87,956,0
99,82,953,0
100,95,964,0
78,296,973,1
76,95,676,1
79,139,79,1
84,180,945,0
129,90,956,1
97,93,964,0
89,113,929,0
106,86,953,1
100,86,951,0
75,85,684,1
78,98,965,0
101,97,956,1
100,90,943,0
109,90,951,1
99,97,961,0
117,101,940,1
95,249,945,0
108,92,937,1
99,89,960,0
99,87,957,0
77,81,339,1
82,89,85,1
95,249,945,0
99,84,952,0
85,262,946,1
76,97,89,1
82,96,78,1
81,130,956,0
100,94,958,0
88,248,949,0
75,85,970,0
77,134,943,0
79,118,953,0
109,100,938,1
115,100,960,1
88,248,949,0
100,92,960,0
90,103,963,0
73,157,968,0
88,265,950,1
79,92,384,1
87,116,969,0
88,248,949,0
78,138,75,1
76,83,956,0
121,90,962,1
125,94,962,1
79,79,677,1
75,91,84,1
99,101,960,0
76,90,387,1
76,84,959,0
100,82,955,0
91,291,947,1
77,105,967,0
106,100,935,1
84,114,968,0
80,86,689,1
117,90,950,1
109,102,960,1
118,86,955,1
100,87,954,0
74,94,90,1
96,86,957,0
100,100,965,0
119,92,961,1
97,94,958,0
78,92,383,1
83,122,947,0
100,86,955,0
99,94,962,0
122,90,955,1
125,92,957,1
100,96,943,0
75,107,970,0
129,88,958,1
74,92,475,1
74,91,86,1
99,81,950,0
100,81,950,0
76,105,970,0
102,80,956,1
109,94,933,1
100,94,967,0
83,83,960,0
99,96,935,0
99,86,951,0
98,92,958,0
119,88,955,1
84,165,948,0
112,100,957,1
78,96,971,0
114,85,952,1
123,84,957,1
119,90,953,1
80,96,73,1
101,80,950,1
83,265,955,1
100,94,957,0
74,93,90,1
99,81,951,0
75,86,828,0
99,98,963,0
72,91,120,1
92,398,946,1
115,90,948,1
104,94,961,1
99,93,961,0
100,87,952,0
120,100,958,1
75,92,86,1
83,156,946,0
106,96,959,1
97,82,958,0
116,101,958,1
78,94,966,0
80,95,82,1
89,174,945,0
76,101,77,1
76,92,87,1
118,85,956,1
100,91,967,0
99,81,954,0
107,85,955,1
100,94,958,0
120,85,951,1
98,91,958,0
73,93,94,1
79,305,964,1
82,90,89,1
103,82,949,1
120,100,956,1
99,96,958,0
99,97,962,0
100,94,961,0
80,139,74,1
86,96,79,1
82,143,959,0
99,82,955,0
103,98,960,1
97,92,967,0
99,96,936,0
76,86,682,1
76,91,93,1
100,88,954,0
99,100,962,0
124,95,957,1
132,82,950,1
76,92,82,1
100,80,959,0
119,87,957,1
98,83,951,0
82,90,91,1
80,141,76,1
99,84,953,0
78,179,967,0
116,95,952,1
78,137,77,1
113,91,954,1
70,87,386,1
82,93,88,1
96,80,951,0
74,81,523,1
99,102,967,0
77,299,969,1
100,83,958,0
80,96,680,1
127,91,961,1
100,82,950,0
99,92,959,0
76,91,90,1
99,95,965,0
129,88,955,1
75,86,828,0
81,103,972,0
98,89,955,0
122,86,956,1
120,89,956,1
77,86,516,1
72,88,554,1
75,86,970,0
75,82,383,1
79,137,76,1
99,82,952,0
70,85,322,1
73,181,968,0
99,100,944,0
98,90,957,0
99,81,951,0
98,87,955,0
95,337,923,1
97,86,951,0
88,85,935,0
100,94,957,0
78,94,966,0
74,100,79,1
79,122,930,0
71,89,974,0
83,149,953,0
88,214,948,0
100,96,961,0
74,89,389,1
84,129,947,0
104,99,937,1
96,90,949,0
100,99,935,0
97,98,965,0
81,90,286,1
132,84,955,1
100,90,943,0
75,86,973,0
73,97,674,1
97,95,968,0
96,80,951,0
100,87,952,0
71,82,384,1
74,95,90,1
83,122,947,0
99,81,957,0
100,87,958,0
91,286,943,1
97,89,949,0
100,98,959,0
99,81,957,0
105,84,951,1
79,185,962,0
98,91,962,0
97,89,949,0
96,82,957,0
100,84,959,0
100,91,967,0
99,94,941,0
77,93,89,1
100,83,958,0
89,263,952,1
75,85,969,0
133,89,958,1
105,82,954,1
121,85,955,1
111,81,958,1
96,82,951,0
78,138,944,0
74,96,90,1
99,97,939,0
98,89,958,0
116,85,955,1
75,87,756,0
84,164,946,0
75,72,970,0
77,94,676,1
88,293,944,1
131,88,951,1
74,92,86,1
82,263,949,1
76,101,969,0
104,88,954,1
127,95,961,1
81,132,965,0
90,269,946,1
76,277,966,1
70,296,966,1
99,98,958,0
70,83,970,0
120,103,959,1
95,288,941,1
96,84,958,0
100,96,964,0
70,89,387,1
78,137,969,0
83,270,953,1
79,98,82,1
82,118,946,0
126,87,957,1
74,82,960,0
100,89,959,0
99,98,958,0
93,342,950,1
75,84,968,0
71,89,974,0
90,396,943,1
119,96,954,1
88,214,948,0
100,92,958,0
113,87,952,1
76,89,474,1
72,89,388,1
98,344,945,1
99,89,968,0
70,87,475,1
79,89,476,1
99,87,955,0
79,140,947,0
83,156,946,0
99,98,965,0
85,269,951,1
78,125,969,0
100,91,959,0
87,266,947,1
85,108,969,0
99,89,965,0
110,91,950,1
99,86,958,0
99,91,945,0
119,91,956,1
100,100,937,0
78,98,958,0
99,90,959,0
99,87,953,0
87,111,927,0
79,100,128,1
79,125,947,0
86,130,968,0
82,96,86,1
79,88,81,1
81,132,965,0
106,84,950,1
99,96,966,0
87,190,946,0
77,87,546,1
99,96,958,0
101,89,960,1
100,83,955,0
82,154,948,0
113,86,955,1
90,222,946,0
77,86,550,1
96,82,956,0
127,86,957,1
99,82,955,0
116,86,952,1
78,89,342,1
97,90,959,0
122,92,955,1
78,116,944,0
99,96,962,0
99,92,961,0
120,79,958,1
105,82,956,1
76,88,670,1
86,206,942,0
87,191,947,0
108,103,935,1
109,84,958,1
98,81,949,0
99,86,958,0
75,97,969,0
86,182,949,0
99,101,960,0
100,94,961,0
78,96,964,0
99,86,955,0
78,104,962,0
99,96,967,0
99,83,950,0
100,87,954,0
75,87,971,0
103,88,959,1
84,142,969,0
100,94,957,0
78,93,83,1
71,89,386,1
78,88,321,1
98,90,963,0
71,305,969,1
122,89,956,1
76,82,521,1
74,80,547,1
75,80,550,1
74,91,129,1
71,92,478,1
100,81,953,0
100,83,950,0
115,97,941,1
100,82,954,0
97,94,958,0
99,81,950,0
84,129,947,0
84,141,82,1
100,96,943,0
88,284,944,1
81,87,82,1
135,86,958,1
75,304,963,1
73,216,970,0
76,87,318,1
96,82,957,0
70,87,524,1
111,84,950,1
98,89,958,0
99,97,961,0
81,138,81,1
102,95,959,1
99,96,958,0
79,119,969,0
99,83,950,0
99,86,958,0
100,83,957,0
100,96,960,0
99,94,958,0
99,80,959,0
83,104,71,1
78,94,372,1
130,84,949,1
106,96,940,1
106,95,932,1
98,83,951,0
74,89,88,1
85,96,81,1
70,82,970,0
97,99,965,0
128,96,953,1
134,84,954,1
76,105,970,0
72,91,388,1
76,306,969,1
96,82,957,0
78,111,969,0
89,265,947,1
123,89,955,1
79,97,969,0
115,99,933,1
102,83,952,1
108,88,951,1
86,81,970,0
82,95,82,1
108,95,943,1
98,94,959,0
98,98,967,0
128,89,954,1
79,99,71,1
76,91,88,1
117,94,955,1
116,86,958,1
75,86,88,1
106,93,961,1
89,296,950,1
111,105,960,1
96,82,957,0
75,87,756,0
90,270,954,1
98,85,959,0
100,96,964,0
99,90,966,0
98,89,955,0
100,80,957,0
77,92,85,1
78,111,969,0
118,102,939,1
100,83,957,0
82,141,78,1
75,91,973,0
78,101,674,1
79,185,962,0
99,96,935,0
100,82,959,0
124,92,949,1
98,90,968,0
83,83,960,0
133,82,952,1
98,80,957,0
100,91,959,0
85,139,946,0
123,91,954,1
101,81,956,1
98,81,949,0
98,94,959,0
69,80,969,0
88,85,935,0
83,84,956,0
99,81,957,0
73,87,321,1
120,86,959,1
119,96,964,1
86,138,70,1
76,94,74,1
70,89,391,1
104,83,959,1
124,94,957,1
79,100,77,1
100,90,959,0
99,89,959,0
98,94,964,0
98,87,956,0
118,91,950,1
98,92,967,0
81,92,88,1
100,97,958,0
100,80,959,0
123,85,951,1
100,94,940,0
98,80,952,0
77,120,943,0
85,108,969,0
69,272,971,1
70,84,554,1
84,114,968,0
96,88,957,0
79,98,678,1
85,99,76,1
78,138,80,1
83,97,73,1
98,99,962,0
127,88,952,1
74,271,964,1
76,85,552,1
96,340,951,1
85,174,944,0
100,89,959,0
100,95,964,0
113,86,950,1
97,99,965,0
98,89,966,0
100,83,958,0
104,85,955,1
131,87,956,1
99,81,956,0
116,91,955,1
136,87,950,1
96,84,958,0
99,91,940,0
100,86,951,0
100,89,959,0
103,89,953,1
99,94,961,0
100,97,967,0
77,107,970,0
99,84,952,0
99,94,941,0
100,80,952,0
73,186,969,0
75,96,74,1
99,91,945,0
106,101,959,1
99,87,953,0
117,89,955,1
99,82,952,0
82,139,960,0
73,216,970,0
84,165,948,0
97,95,968,0
89,262,950,1
81,91,75,1
83,94,83,1
80,177,955,0
79,121,929,0
102,99,962,1
98,338,951,1
80,90,388,1
72,94,676,1
79,94,80,1
120,91,953,1
122,88,953,1
76,86,88,1
135,85,954,1
80,90,317,1
83,100,73,1
69,300,967,1
106,80,959,1
87,288,938,1
79,122,967,0
99,96,958,0
73,97,675,1
73,88,552,1
76,80,672,1
84,270,954,1
75,86,970,0
77,120,943,0
98,89,962,0
126,93,954,1
106,86,955,1
100,94,967,0
96,84,957,0
120,99,962,1
74,228,969,0
100,97,962,0
96,80,951,0
117,96,953,1
78,98,958,0
75,84,380,1
71,85,469,1
75,86,973,0
99,98,963,0
73,157,968,0
83,117,927,0
74,97,680,1
80,165,945,0
100,87,958,0
120,83,954,1
81,98,81,1
84,164,946,0
103,85,952,1
96,82,957,0
68,271,970,1
111,101,961,1
99,83,960,0
112,86,955,1
72,100,125,1
98,90,953,0
97,94,958,0
96,85,956,0
93,334,930,1
81,130,956,0
103,89,951,1
98,85,959,0
78,89,681,1
73,85,960,0
72,86,673,1
75,88,84,1
75,97,78,1
78,95,84,1
86,81,970,0
86,81,970,0
120,90,955,1
78,89,964,0
100,96,942,0
127,87,957,1
119,88,951,1
124,96,954,1
78,89,965,0
76,103,80,1
98,89,954,0
114,93,949,1
123,83,951,1
99,87,956,0
100,81,953,0
71,93,317,1
96,88,957,0
100,87,952,0
128,88,960,1
80,132,75,1
79,100,78,1
83,82,960,0
96,88,957,0
76,92,84,1
79,88,85,1
73,162,968,0
77,96,374,1
91,270,952,1
100,94,940,0
74,84,326,1
115,101,957,1
100,82,954,0
75,92,85,1
78,84,546,1
114,101,944,1
121,93,960,1
99,100,962,0
117,94,952,1
83,82,961,0
97,94,958,0
73,304,967,1
99,96,962,0
99,95,943,0
74,85,963,0
99,82,952,0
100,89,959,0
100,94,963,0
128,90,954,1
99,84,954,0
106,89,951,1
78,88,475,1
87,111,927,0
70,81,970,0
113,96,938,1
75,84,973,0
98,90,953,0
79,91,85,1
118,87,957,1
117,92,962,1
99,81,951,0
100,96,943,0
97,99,961,0
99,87,956,0
118,86,959,1
99,98,965,0
73,298,966,1
81,96,371,1
100,81,951,0
126,90,960,1
77,135,73,1
78,120,945,0
96,85,950,0
99,97,962,0
110,89,949,1
80,91,682,1
82,105,970,0
74,94,83,1
100,83,957,0
79,146,945,0
122,87,957,1
107,81,952,1
70,93,472,1
98,87,956,0
97,89,964,0
96,82,957,0
96,392,947,1
99,80,959,0
92,394,950,1
78,96,971,0
97,94,958,0
97,93,958,0
99,82,952,0
80,127,966,0
77,273,964,1
106,83,953,1
100,87,952,0
73,96,87,1
100,90,954,0
104,97,963,1
102,98,966,1
100,95,964,0
97,89,949,0
99,100,961,0
86,102,74,1
78,91,73,1
101,97,959,1
69,81,970,0
98,90,953,0
77,153,968,0
84,134,947,0
96,340,923,1
118,96,944,1
70,95,673,1
70,82,958,0
88,85,935,0
100,83,957,0
99,98,963,0
98,95,963,0
89,269,950,1
70,81,970,0
100,81,950,0
92,266,953,1
76,302,973,1
76,101,677,1
104,99,940,1
100,87,956,0
97,99,965,0
120,94,952,1
109,97,960,1
80,89,91,1
97,96,959,0
98,95,958,0
120,93,953,1
120,83,952,1
78,125,969,0
99,94,961,0
99,94,961,0
71,270,968,1
99,90,966,0
88,333,931,1
100,86,957,0
99,100,962,0
73,211,968,0
78,96,964,0
98,80,952,0
99,96,960,0
77,105,967,0
99,101,960,0
98,346,948,1
82,135,72,1
96,338,923,1
100,95,938,0
99,87,953,0
130,82,952,1
99,94,965,0
70,84,971,0
98,83,954,0
83,102,73,1
75,160,969,0
100,91,959,0
85,139,946,0
97,90,962,0
106,81,956,1
87,111,927,0
77,85,961,0
111,96,955,1
79,87,81,1
122,89,956,1
97,95,968,0
100,94,961,0
99,98,944,0
82,87,278,1
98,93,966,0
100,101,966,0
73,99,89,1
72,296,971,1
98,94,964,0
104,84,953,1
78,98,958,0
83,125,948,0
74,88,89,1
133,88,956,1
132,90,953,1
131,83,948,1
71,82,674,1
99,96,967,0
100,93,960,0
73,182,969,0
73,165,969,0
72,80,515,1
79,93,472,1
73,304,971,1
86,81,970,0
129,82,957,1
97,98,965,0
116,84,949,1
70,100,680,1
99,86,955,0
83,95,87,1
102,99,965,1
84,138,967,0
83,141,969,0
71,88,341,1
100,96,943,0
74,90,90,1
104,85,956,1
79,123,963,0
82,156,969,0
115,87,951,1
101,104,960,1
78,102,966,0
84,295,948,1
78,83,672,1
73,216,970,0
95,344,951,1
87,146,945,0
99,89,968,0
100,83,956,0
119,89,956,1
69,80,970,0
104,89,960,1
75,78,523,1
90,289,944,1
99,82,955,0
103,90,953,1
109,89,954,1
77,105,967,0
100,89,949,0
129,90,960,1
74,92,85,1
97,81,953,0
129,91,954,1
100,92,960,0
97,82,957,0
100,95,938,0
104,90,943,1
81,94,369,1
90,344,953,1
79,131,947,0
79,90,81,1
78,96,971,0
89,337,955,1
75,107,970,0
80,116,966,0
80,93,86,1
97,96,962,0
98,81,958,0
89,234,940,0
71,81,687,1
75,86,973,0
82,263,945,1
122,97,956,1
98,81,958,0
124,83,957,1
110,84,957,1
72,86,393,1
70,83,475,1
98,80,952,0
132,82,958,1
77,101,72,1
84,164,946,0
112,91,954,1
76,83,960,0
134,88,956,1
78,102,966,0
100,80,952,0
99,96,958,0
100,80,957,0
100,87,954,0
99,96,967,0
137,86,951,1
97,100,966,0
79,95,78,1
98,89,962,0
84,143,970,0
121,92,957,1
81,132,965,0
111,87,957,1
101,88,952,1
80,88,86,1
71,83,474,1
80,92,286,1
84,180,945,0
78,152,968,0
86,138,969,0
76,103,969,0
87,263,953,1
121,93,960,1
107,98,961,1
75,85,971,0
100,85,950,0
99,98,941,0
72,95,674,1
87,190,946,0
82,193,944,0
99,98,960,0
80,85,943,0
125,94,962,1
79,90,684,1
100,87,954,0
75,85,282,1
91,121,968,0
100,98,941,0
91,290,947,1
99,94,962,0
90,103,963,0
99,96,961,0
129,95,961,1
99,81,955,0
100,82,959,0
75,90,124,1
79,133,81,1
86,288,943,1
78,100,87,1
103,90,952,1
97,96,962,0
108,82,955,1
83,141,76,1
98,95,958,0
79,89,319,1
119,100,958,1
76,83,960,0
114,103,941,1
124,91,954,1
105,99,945,1
87,146,945,0
72,91,90,1
120,86,949,1
100,85,954,0
83,269,952,1
124,91,949,1
72,87,94,1
111,101,955,1
111,101,944,1
98,98,959,0
94,344,951,1
100,92,958,0
75,99,126,1
99,100,961,0
78,157,970,0
76,93,473,1
73,92,125,1
70,82,958,0
79,127,939,0
108,95,942,1
84,269,951,1
78,78,525,1
84,140,79,1
114,93,958,1
117,102,943,1
101,97,961,1
90,290,944,1
113,88,952,1
77,105,82,1
100,85,954,0
99,81,959,0
81,99,77,1
99,83,960,0
78,120,945,0
99,83,950,0
108,103,943,1
81,93,88,1
84,129,947,0
75,95,89,1
93,292,948,1
91,118,930,0
97,96,962,0
99,94,965,0
76,83,682,1
75,89,472,1
100,100,965,0
99,97,959,0
78,97,81,1
74,80,394,1
100,82,959,0
81,90,119,1
137,82,949,1
100,93,944,0
96,82,956,0
74,85,555,1
123,89,954,1
85,99,76,1
105,85,954,1
78,120,945,0
86,266,952,1
107,97,961,1
99,94,960,0
76,92,478,1
77,86,962,0
70,269,965,1
123,89,963,1
96,82,956,0
70,99,680,1
130,95,955,1
117,90,952,1
75,95,967,0
87,190,946,0
83,117,927,0
118,90,959,1
73,86,323,1
76,89,365,1
83,83,960,0
97,82,957,0
98,85,959,0
73,93,86,1
100,85,949,0
75,87,89,1
78,104,962,0
74,98,84,1
123,94,958,1
99,81,956,0
104,96,967,1
100,83,957,0
97,89,949,0
110,89,951,1
78,179,967,0
97,90,959,0
106,98,960,1
99,80,951,0
100,86,954,0
88,248,949,0
83,83,960,0
76,97,367,1
99,98,958,0
122,90,955,1
114,83,953,1
79,89,386,1
99,96,966,0
107,95,966,1
100,91,959,0
82,95,365,1
70,85,552,1
97,81,952,0
99,97,939,0
78,100,79,1
80,134,966,0
123,89,952,1
100,94,961,0
99,94,941,0
125,87,956,1
99,101,960,0
98,94,964,0
96,82,957,0
80,168,966,0
81,100,972,0
128,84,954,1
71,274,973,1
72,85,681,1
118,95,943,1
94,400,946,1
107,94,957,1
99,81,951,0
82,96,83,1
80,177,955,0
100,84,950,0
99,94,961,0
97,84,952,0
88,214,948,0
71,87,394,1
122,86,951,1
88,228,948,0
99,97,964,0
79,136,71,1
135,89,953,1
77,105,967,0
98,90,963,0
98,81,953,0
70,90,688,1
102,90,959,1
98,80,950,0
97,93,964,0
77,297,967,1
97,82,958,0
112,93,956,1
98,94,964,0
99,96,967,0
75,92,383,1
100,91,957,0
100,83,950,0
87,146,945,0
99,82,952,0
104,89,953,1
75,85,969,0
81,95,372,1
130,82,956,1
109,84,952,1
119,90,954,1
72,88,83,1
118,92,957,1
115,81,951,1
91,338,946,1
100,88,959,0
78,96,85,1
70,83,971,0
100,87,951,0
99,95,957,0
75,91,973,0
99,97,939,0
69,81,970,0
100,86,955,0
82,105,970,0
100,84,956,0
90,344,946,1
100,80,957,0
97,82,957,0
99,96,967,0
117,91,954,1
100,87,951,0
100,88,959,0
120,81,958,1
69,80,970,0
79,84,683,1
78,87,674,1
99,97,964,0
89,263,948,1
76,93,83,1
98,92,967,0
108,99,956,1
85,113,969,0
96,84,958,0
99,81,950,0
77,90,121,1
78,304,964,1
95,344,952,1
88,155,946,0
100,85,958,0
75,85,971,0
100,88,957,0
101,90,959,1
131,90,956,1
98,91,958,0
75,93,90,1
99,126,953,0
97,96,962,0
82,148,970,0
99,81,956,0
110,99,931,1
98,83,951,0
74,85,963,0
114,102,937,1
94,399,952,1
73,304,969,1
100,91,959,0
88,214,948,0
100,82,955,0
80,86,327,1
100,94,940,0
97,81,953,0
129,81,953,1
76,86,91,1
73,90,87,1
112,97,937,1
83,82,960,0
98,99,967,0
78,87,85,1
99,81,954,0
78,152,968,0
72,88,87,1
85,174,944,0
72,92,478,1
98,89,961,0
96,88,957,0
97,93,958,0
72,83,518,1
99,95,957,0
99,93,961,0
87,334,924,1
73,85,960,0
78,114,945,0
116,82,949,1
78,137,969,0
78,137,969,0
99,87,953,0
78,125,969,0
76,98,91,1
93,290,943,1
72,271,968,1
80,85,383,1
128,87,960,1
73,85,960,0
91,262,946,1
75,84,964,0
77,134,943,0
123,91,959,1
77,85,519,1
120,80,952,1
84,184,950,0
128,91,954,1
100,86,954,0
74,96,85,1
96,84,957,0
115,95,948,1
80,88,340,1
104,90,950,1
113,89,961,1
96,85,958,0
103,95,967,1
80,88,94,1
111,84,956,1
71,305,967,1
117,87,957,1
109,90,951,1
97,97,968,0
77,97,80,1
123,88,954,1
113,101,956,1
77,96,91,1
99,83,952,0
75,90,93,1
97,84,952,0
81,93,84,1
100,80,954,0
107,96,963,1
75,85,970,0
79,99,678,1
101,83,956,1
96,83,957,0
100,94,961,0
76,90,478,1
103,98,967,1
99,93,961,0
117,94,954,1
86,139,80,1
99,86,960,0
75,85,518,1
79,95,75,1
104,82,956,1
76,81,520,1
77,120,943,0
122,82,950,1
76,88,395,1
116,88,951,1
98,99,967,0
130,88,949,1
95,343,926,1
81,116,947,0
74,113,969,0
80,106,966,0
74,96,121,1
73,276,968,1
99,90,966,0
113,94,962,1
108,88,953,1
101,99,966,1
97,96,959,0
75,84,964,0
99,89,951,0
133,91,958,1
78,96,964,0
98,89,961,0
122,95,957,1
81,104,73,1
120,89,963,1
117,90,950,1
75,160,969,0
82,100,76,1
100,94,957,0
100,84,959,0
99,98,941,0
78,89,964,0
81,96,89,1
72,91,87,1
83,105,79,1
111,93,956,1
77,107,970,0
99,96,940,0
69,302,973,1
82,97,80,1
73,82,381,1
69,305,972,1
100,80,952,0
116,90,953,1
85,140,969,0
122,93,963,1
122,92,955,1
123,100,954,1
117,101,957,1
78,137,969,0
105,87,951,1
105,101,954,1
81,147,965,0
71,97,680,1
100,99,935,0
75,86,973,0
98,81,953,0
96,82,957,0
98,99,967,0
84,134,947,0
78,84,551,1
100,81,960,0
98,94,964,0
81,92,93,1
135,89,954,1
107,97,963,1
81,87,93,1
74,89,278,1
100,101,966,0
102,93,962,1
69,80,969,0
131,95,963,1
93,291,949,1
99,97,966,0
77,89,680,1
86,206,942,0
73,181,968,0
97,86,951,0
79,147,963,0
97,84,952,0
82,97,366,1
110,100,959,1
123,86,957,1
96,82,957,0
82,271,947,1
76,88,84,1
76,103,969,0
75,90,89,1
101,94,961,1
113,81,953,1
99,98,944,0
99,94,958,0
133,92,953,1
72,80,525,1
98,98,959,0
100,85,949,0
73,88,80,1
75,87,971,0
99,80,951,0
93,396,951,1
83,83,959,0
99,89,968,0
98,95,958,0
103,98,936,1
114,94,954,1
99,94,960,0
75,101,964,0
74,99,120,1
75,91,366,1
75,92,89,1
72,85,346,1
99,94,962,0
99,88,951,0
71,85,383,1
112,100,938,1
113,88,956,1
100,94,961,0
100,96,961,0
99,80,959,0
76,80,521,1
136,87,954,1
102,100,959,1
85,291,953,1
117,102,940,1
78,117,968,0
82,91,85,1
116,87,947,1
98,89,961,0
79,131,947,0
79,103,78,1
86,290,947,1
99,92,959,0
98,99,966,0
98,91,962,0
109,99,942,1
99,89,960,0
104,101,962,1
75,103,76,1
125,86,954,1
77,132,77,1
90,299,945,1
94,283,943,1
86,82,969,0
99,96,967,0
96,80,951,0
100,95,938,0
74,86,477,1
100,84,950,0
78,88,90,1
78,120,945,0
115,85,955,1
113,88,954,1
98,83,954,0
114,89,955,1
77,91,95,1
118,96,956,1
82,94,91,1
73,149,969,0
80,93,471,1
118,89,955,1
100,97,938,0
99,94,961,0
79,85,682,1
97,81,951,0
97,82,958,0
105,87,950,1
123,96,960,1
74,84,678,1
130,88,955,1
82,93,91,1
88,337,929,1
74,81,521,1
73,149,969,0
119,85,953,1
100,80,957,0
90,267,947,1
124,91,963,1
97,84,952,0
88,260,954,1
82,88,84,1
116,95,932,1
121,89,962,1
76,92,81,1
98,89,961,0
86,81,970,0
85,113,969,0
107,87,960,1
71,85,551,1
78,87,384,1
100,96,964,0
97,96,959,0
103,86,953,1
99,99,961,0
132,86,955,1
72,302,971,1
91,118,930,0
96,85,958,0
109,89,954,1
83,267,951,1
99,126,953,0
75,299,966,1
83,82,961,0
77,91,324,1
91,263,948,1
99,96,967,0
83,125,948,0
99,96,935,0
105,81,953,1
122,87,954,1
79,185,962,0
90,400,945,1
108,100,965,1
85,108,969,0
122,81,952,1
122,94,950,1
100,82,954,0
84,112,968,0
78,93,82,1
97,83,950,0
100,91,959,0
130,80,954,1
75,298,968,1
85,134,76,1
76,82,554,1
98,99,966,0
87,141,79,1
72,300,968,1
72,305,973,1
77,136,77,1
118,81,957,1
78,87,386,1
106,97,958,1
100,90,960,0
78,106,79,1
73,180,969,0
87,116,969,0
76,90,90,1
100,91,957,0
83,83,960,0
117,103,940,1
118,90,955,1
79,99,375,1
99,83,950,0
82,95,86,1
130,90,953,1
84,142,969,0
94,347,952,1
75,96,365,1
99,96,940,0
121,88,957,1
79,122,930,0
119,90,956,1
86,138,969,0
99,94,965,0
100,96,964,0
74,86,381,1
118,88,948,1
83,83,959,0
93,333,929,1
98,92,967,0
82,96,82,1
97,84,959,0
78,90,320,1
112,86,959,1
98,95,958,0
82,193,944,0
73,92,85,1
73,211,968,0
80,85,686,1
100,98,959,0
73,186,969,0
80,93,89,1
100,89,959,0
116,86,949,1
84,268,952,1
104,97,963,1
99,94,961,0
82,154,948,0
99,83,950,0
89,340,927,1
122,90,951,1
99,101,960,0
110,102,958,1
76,84,959,0
100,101,966,0
75,87,756,0
103,104,954,1
82,139,960,0
73,92,371,1
127,86,956,1
103,89,951,1
111,98,940,1
78,125,969,0
79,83,382,1
99,83,960,0
72,93,85,1
96,80,951,0
81,99,127,1
75,86,970,0
109,90,945,1
122,89,949,1
123,82,957,1
78,116,944,0
113,89,956,1
116,99,932,1
75,85,970,0
108,83,951,1
82,143,959,0
72,302,970,1
87,393,951,1
80,83,322,1
71,82,689,1
121,91,952,1
83,82,961,0
134,85,958,1
117,90,950,1
76,93,317,1
75,92,78,1
77,94,371,1
75,86,828,0
104,84,952,1
100,87,952,0
99,81,950,0
113,93,952,1
99,89,961,0
101,88,957,1
73,93,126,1
100,91,959,0
77,88,520,1
99,87,955,0
79,140,947,0
89,298,954,1
79,122,967,0
105,89,958,1
99,80,951,0
86,135,74,1
99,88,951,0
120,92,950,1
79,121,929,0
76,87,88,1
71,302,970,1
107,97,966,1
77,92,81,1
99,81,957,0
90,298,949,1
97,89,958,0
91,333,930,1
98,98,959,0
79,139,76,1
100,100,937,0
100,93,960,0
77,97,675,1
98,89,955,0
100,89,960,0
135,81,957,1
78,92,371,1
75,275,973,1
74,297,968,1
81,89,85,1
86,82,969,0
75,84,968,0
75,90,88,1
69,80,969,0
99,87,957,0
100,94,940,0
78,86,683,1
100,96,961,0
78,92,383,1
73,92,78,1
99,83,950,0
97,99,961,0
109,82,956,1
99,97,966,0
97,89,964,0
124,87,956,1
114,86,951,1
129,87,950,1
79,145,75,1
74,93,122,1
72,299,964,1
99,96,962,0
90,391,948,1
99,94,961,0
72,82,685,1
78,96,963,0
99,98,958,0
109,83,960,1
81,134,966,0
100,86,951,0
129,96,957,1
109,89,952,1
99,99,961,0
70,89,674,1
121,84,956,1
100,80,959,0
78,89,964,0
69,80,970,0
96,82,957,0
74,118,968,0
76,89,88,1
99,90,966,0
98,98,959,0
103,88,951,1
97,83,950,0
73,278,964,1
78,138,944,0
70,85,325,1
97,89,949,0
137,89,952,1
73,184,968,0
98,80,952,0
78,102,966,0
82,89,86,1
97,100,964,0
81,101,76,1
98,80,957,0
